	label	Descriptor-based DNN	Fingerprint-based DNN	Graph-based GCN
CN(C)CCC(c1ccc(Cl)c(c1)c2ccccc2)C(=O)NC	seed_454_1	0.9611147112614329	0.9178688856080488	0.99996986818138
CN(C)CCC(c1ccc(Cl)cc1)c2ccc(Cl)c(Cl)c2	seed_456_3	0.999980705103262	0.9980873917061586	0.999574637221873
CN(C)CCC(c1ccc(Cl)cc1)c2ccc(Cl)c(O)c2	seed_270_1	0.9650749667572144	0.5590272997117933	0.9997167943588268
CN(C)CCC(c1ccc(Cl)cc1)c2ccc(Cl)cc2	seed_283_3	0.9938369543878021	0.9992868375667464	0.9972058524113268
CN(C)CCC(c1ccc(Cl)cc1)c2ccc(Cl)cc2OC	seed_454_2	0.9989518840000264	0.9839262465253718	0.9999965477439829
CN(C)CCC1=C(Cc2ccc(Cl)cc2)Cc3cc(O)ccc3C1	seed_166_3	0.9993828829630086	0.9528032066716796	0.9999983221548884
CN(C)CCC=C\c2cc(Cl)c3cc(ccc3c2)C(F)(F)F	seed_139_2	0.9980598068479694	0.999326650967422	0.9975237704279672
CN(C)CCCC(c1ccc(Cl)cc1)c2ccccc2OC	seed_61_1	0.9997206016412884	0.984375005624813	0.9999979565417628
CN(C)CCCCNC(=C2CCCCCCCCC2)Oc3ccccc3	seed_454_3	0.9972685667775152	0.6329906111057414	0.9973403501215004
CN(C)CCCCNC(=O)c1ccc(Cl)c(Cl)c1	seed_339_1	0.024867270089631816	0.11037403085007727	0.9036036723723492
CN(C)CCCCNC(=O)c2cc(Cl)cc(Cl)c2Cl	seed_223_3	0.5597226983905811	0.3823430320469601	0.8739996263738291
CN(C)CCCCNC(=O)c2ccc(Cl)c(Cl)c2	seed_61_3	0.024867270089631816	0.11037403085007727	0.9036036723723492
CN(C)CCCCNC1CCc2ccc(Cl)c(Cl)c2C1	seed_223_4	0.999994064372422	0.9979878500217176	0.9988817189048094
CN(C)CCCCNC1CCc2ccc(Cl)c(Cl)c2C1=O	seed_456_4	0.9997467181317504	0.8781679847378897	0.997938503419152
CN(C)CCCCNC1CCc2ccc(O)cc2CCc3cc(Cl)ccc13	seed_106_1	0.9981245345594952	0.9897971839083356	0.9892123312498088
CN(C)CCCN(C)CC(c1ccccc1)c2ccc(Cl)cc2OC	seed_454_4	0.9998533332613366	0.998778284280982	0.9999914893027264
CN(C)CCCNC(=O)c2cc(Cl)cc(Cl)c2Cl	seed_456_5	0.008814197161564943	0.5897977497957584	0.16675255486070298
CN(C)CCCNC1CCc2ccc(Cl)c(Cl)c2C1c3ccccc3	seed_106_2	0.9999999084335158	0.9999769594899868	0.9999996541989185
CN(C)CCNC(=O)c2cc(Cl)c3c(Cl)cccc3n2	seed_36_1	0.5826610993337796	0.037936383086479765	0.6123012086097621
CN(C)CC[C@@H]2CCN(CCCCO)c3cc(Cl)ccc3O2	seed_288_2	0.9968358449722272	0.9187487561558758	0.4554065936471102
CN(C)CCc1ccc(Cl)c(NC(=O)CC2CCC(C)(C)C2)c1	seed_451_1	0.9987523875637672	0.8782899073990075	0.9986033195422632
CN(C)CCc2cc(CC3=CCC3)nn2CCc4ccc(C)cc4	seed_162_5	0.9989667790388074	0.9604300887218	0.999970449300237
CN(C)CCc2cc(CCC3=CCC(C)(C3)O)c(O)c(Cl)c2	seed_456_6	0.07681078375085243	0.1899882922967736	0.9988095076033912
CN(C)CCc2ccc(Cc3ccc(Cl)cc3)cc2C(=O)OC	seed_162_6	0.9809118543519266	0.9709437942517741	0.9999885886806544
CN(C)Cc1cccc(CCCCNC(=O)c2ccc(Cl)cc2)c1	seed_353_1	0.9982038746309936	0.9909780266780476	0.9997740773043688
CN(C)S(=O)(=O)Nc2cc(Cl)cc(NCCl)c2Cl	seed_85_1	0.00012564824743738898	0.055463064615918184	0.02715686959285369
CN(C)c1ccc(Cl)c(CN2CCC(CC2)c3ccccc3)c1	seed_162_7	0.9886184111294518	0.9937925216668768	0.8218629513302113
CN(C)c1ccc(Cl)c(CNCCCCCCCCCl)c1O	seed_65_4	0.9999865380409064	0.8959501431966698	0.003827670495548829
CN(C)c1ccc(Cl)c(CNCCCCCCCc2ccccc2)c1	seed_65_5	0.9999966233015276	0.9980312821867796	0.9516618601985264
CN(C)c1ccc(Cl)c(CNCCCCCCc2ccccc2)c1	seed_65_6	0.999987546420427	0.9980312821867796	0.9775054811063938
CN(C)c1ccc(Cl)c(c1)c2c(C)ccc(CNCC3CCCC3)c2	seed_65_7	0.999989558189905	0.9990292070173744	0.9970934986496041
CN(C)c1ccc(Cl)c(c1)c2c(C)ccc(CNCC3CCCCC3)c2	seed_66_3	0.9995062518275504	0.9990229740200924	0.2559349056804132
CN(C)c1ccc(Cl)c(c1)c2c(C)ccc(CNCC3CCCCC3)n2	seed_66_4	0.9968608994587947	0.9898851628300768	0.10968373878954098
CN(C)c1ccc(Cl)c(c1)c2c(Cl)ccc(CNCCCCCO)c2	seed_66_5	0.999959323408629	0.9968772397397494	0.9359947505240841
CN(C)c1ccc(cc1)c2oc(cc2)C(=O)NCc3cc(Cl)cc(Cl)c3	seed_433_1	0.2816838661927049	0.2626229396951757	0.6685611931247663
CN(C)c2ccc(cc2)C(=O)NCCCCN3CCN(CC3)c4ccccc4	seed_433_2	0.13128186311735385	0.021071127545807304	0.9779075624303214
CN(C)c2ccc(cc2)C(=O)NCCCCNc3ccc(Cl)c(Cl)c3	seed_106_3	0.99687631931125	0.8461444623771238	0.10062291178805394
CN(CCNC(=O)c1ccc(Cl)c(Cl)c1)C(=O)Nc3ccc(Cl)cc3OC	seed_60_3	0.0783169028723392	0.8693513288889047	0.9597091020736612
CN(CCNC(=O)c1ccc(Cl)c(Cl)c1)NC(=O)Nc3ccc(Cl)cc3OC	seed_60_4	0.9271632105825296	0.2323654960712926	0.7776010575150171
CN(CCO)c1ccc(Cl)cc1OC	seed_334_5	1.6071810144326735e-05	0.4448516784803376	0.2929084652869326
CN(CCc1ccccc1OC)C2CCCCC2	seed_334_6	0.011502988171024487	0.9971545849802474	0.5660711105717466
CN1CCC(CCN2CCC(CC2)c3ccc(Cl)cc3)CC1=O	seed_456_7	0.9583214823794518	0.9971624645924696	0.20749814423504806
CN1CCCCCCC1=CC(C)CC=C\c2ccc(Cl)cc2O	seed_139_3	0.9624011730612496	0.6567691329136479	0.9996926376738814
CN1CCCCCCC1Nc2nc3ccccc3CC2C=C	seed_283_4	0.024236468520317026	0.8555799746567284	0.4149563554522906
CN1CCCCCCC1Nc2nc3ccccc3Cc4ccccc24	seed_139_4	0.9929573222286721	0.965232146545266	0.7365027703495147
CN1CCCCCCCNc2oc(cc2C=C1)c3ccccc3	seed_340_5	0.9985494223649244	0.02109946866375152	0.9999981130535308
CN1CCN(CC1)C2CCCCCCC2c3ccccc3	seed_489_4	0.9691698781509844	0.74139463914435	0.8963104240225874
CN1CCN(CC1)C2CCN(CC3)CC3CCc5ccccc25	seed_423_3	0.9534748354668658	0.9259318940040312	0.5442320318387929
CN1CCc2ccccc2C1=C(CNC(=O)c3ccc(cc3)NC(=O)c3cccc(Cl)c3)N=C	seed_332_1	0.95205525097003	0.6873609666834096	0.05991625781422508
CNCCCCCCCCCc1cc(CC)cc(OCCC)n1	seed_79_2	0.9999414538314708	0.9144933274305131	0.1812332630785881
COC(=CCC(=O)Nc1ccccc1)CCCNCc2cccc(Cl)c2Cl	seed_273_1	0.7959516407515334	0.9906025950150268	0.9719871303984716
COC(=O)N2CCC(CC(O)(C2)CCN3CCCCC3)Cc3ccccc3	seed_315_3	0.0004767298442831849	0.07818040900016072	0.03714490378412258
COC(=O)N2CCc3ccccc3CC2CF	seed_337_4	3.0787371819265945e-07	0.0020184362357113074	0.0046003004125212115
COC(=O)NCCCC(=O)NC1(CCN(Cc2ccccc2)CC1)c3ccc(Cl)cc3Cl	seed_196_1	0.7838756189402839	0.6258501472781752	0.01690273424427529
COC(=O)NCCCC(=O)NC1=C(C1)N2CCN(CCCCc3ccc(Cl)cc3)CC2=O	seed_59_1	0.01767868076122742	0.007101398150281358	5.584803109851436e-06
COC(=O)NCCCC(=O)Nc1cc(Cl)cc(Cl)c1OCc3ccc(Cl)cc3OC	seed_427_1	0.0304954880676032	0.12154685660084245	0.052880449003461324
COC(=O)NCCCC(=O)Nc2ccc(Cl)c(Cl)c2	seed_43_1	0.0036506701717548564	0.022118303322065776	0.00037257712373662015
COC(=O)NCCCCCCCCCCNC1=C(C1)c1ccc(Cl)cc1Cl	seed_292_1	0.9999820799449348	0.11435491530217963	0.6916752031242265
COC(=O)NCCCCCCCCCCNC1CCc2ccc(Cl)cc2CC1	seed_450_2	0.9961886009950204	0.004167647037536874	0.9693587170378724
COC(=O)NCCCCCCCCCN1c2ccccc2CCc3ccccc3CCCC1	seed_450_3	0.9999667902300364	0.2826528665172027	0.9974266126848064
COC(=O)NCCCCCCCN1CCC(CC1)c2cccc(Cl)c2Cl	seed_450_4	0.9999152780295604	0.9620664733201432	0.9631450090864792
COC(=O)NCCCCCCCN1CCC(CC1)c2cccc(Cl)c2SC	seed_450_5	0.9973842056299336	0.8072390885641016	0.9264244747125876
COC(=O)NCCCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2ccccc2CCCC	seed_191_2	0.9999993690953036	0.9473958164812516	0.9319860369234308
COC(=O)NCCCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3	seed_215_1	0.9997320723030084	0.4873423255347257	0.4256783295831824
COC(=O)NCCCCCCCNC(=O)c1ccc(Cl)cc1OCc3cccc(Cl)c3	seed_215_2	0.9991748173980219	0.2371171456271968	0.4127747295516138
COC(=O)NCCCCCCCNC1=C(C1CCCc2ccccc2)c3ccccc3	seed_484_1	0.9999667266825772	0.7813527687214691	0.9352755152054556
COC(=O)NCCCCCN1CCC(CC1)c2cccc(Cl)c2Cl	seed_460_1	0.9978603047498088	0.9620664733201432	0.9366461009194822
COC(=O)NCCCCCNC(=C1CCCNCCCCCCCCCC1)c1ncccc1	seed_458_1	0.9752714627793057	0.00727582080173027	0.06023017758452305
COC(=O)NCCCCCNC(=O)NCCCCCCCCCCc1ccc(Cl)c(Cl)c1	seed_346_1	0.9999835767358328	0.04285738810334665	0.10718235210877528
COC(=O)NCCCCCNC(=O)NCCCCCCCc1ccc(Cl)c(Cl)c1	seed_356_1	0.9999631488685226	0.057800029070789585	0.2760193101141661
COC(=O)NCCCCCNC(=O)Nc1ccc(Cl)cc1OCc3cccc(Cl)c3C	seed_181_1	0.8290036692180806	0.02119805202098353	0.06199469947779548
COC(=O)NCCCCCNC(=O)c1ccc(CCCCCCCCCCl)c(Cl)c1O	seed_219_1	0.9999753007266308	0.00162314110084672	1.5383826973719842e-06
COC(=O)NCCCCCNC(=O)c1ccc(CCCCCCCCCc2ccccc2)cc1	seed_390_1	0.999343924859636	0.1966415465734129	0.19011213389980328
COC(=O)NCCCCCNC(=O)c1ccc(CCCCc2ccc(Cl)cc2)cc1OCc3ccccc3	seed_51_1	0.9999938282062016	0.8795727408390082	0.9336091713428674
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1Cl	seed_485_1	0.015192969668380487	0.00650608463709454	2.3006600304474332e-10
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2cccc(Cl)c2	seed_213_1	0.7943641975731701	0.4982557273845573	0.0520049899310508
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2cccc(Cl)c2Cl	seed_220_1	0.7866848846374436	0.2054733175361555	0.00030554965806517257
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2ccccc2Cl	seed_155_2	0.7635924899445838	0.17045531104844153	0.0016958011206229368
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccc(Cl)cc3Cl	seed_220_2	0.8915732930489614	0.5348366641185547	0.0017999760097017151
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3cccc(Cl)c3	seed_256_1	0.7943641975731701	0.4982557273845573	0.0520049899310508
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3	seed_457_1	0.8619567859369841	0.4873423255347257	0.0036225879252034117
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3C	seed_151_2	0.7287776223020158	0.39638267136828736	0.026012771427368755
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3Cl	seed_355_1	0.7635924899445838	0.17045531104844153	0.0016958011206229368
COC(=O)NCCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3OC	seed_346_3	0.7784906036179329	0.3263447980235171	0.0077451283799962675
COC(=O)NCCCCCNC(=O)c1ccc(Cl)cc1OCc3ccc(Cl)cc3Cl	seed_281_1	0.9919785850533832	0.2588993063945038	0.2418752895460699
COC(=O)NCCCCCNC(=O)c1ccc(Cl)cc1OCc3cccc(Cl)c3	seed_390_2	0.987829622115328	0.2371171456271968	0.4779512955674491
COC(=O)NCCCCCNC(=O)c1ccc(Cl)cc1OCc3cccc(Cl)c3C	seed_345_1	0.9237141389464872	0.2124216738734476	0.028667528249651464
COC(=O)NCCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3	seed_485_2	0.9887434482794264	0.0857316348827034	0.028584912047865414
COC(=O)NCCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3C	seed_484_3	0.9898159579863608	0.0747958380804466	0.32995622734195024
COC(=O)NCCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3Cl	seed_458_2	0.9883626139285809	0.060690634160457786	0.2431649475291701
COC(=O)NCCCCN1CCN(CC1)c2ccc(Cl)c(Cl)c2OC	seed_461_2	0.9824818142648942	0.8273442389405483	0.0013887366258310836
COC(=O)NCCCCNC(=C2CCCCC2)C(=C(C)C)COC	seed_43_2	0.18809604949249306	0.0011854091243974946	2.3614882592319282e-12
COC(=O)NCCCCNC(=C2CCCCCCC2)c3ccccc3	seed_225_1	0.8290216141609484	0.0012390784490936245	0.5512938640420811
COC(=O)NCCCCNC(=CC=C\c1ccccc1)C(=O)N	seed_43_3	5.752385886978621e-05	9.791917796298133e-05	0.0008582783381454096
COC(=O)NCCCCNC(=O)NCCCCCCCNc1ccc(Cl)cc1Cl	seed_355_2	0.9995045982889612	0.2907822849168841	0.02214826177844927
COC(=O)NCCCCNC(=O)NCCCCNC(=C1CCCCCCCCCC1)S	seed_357_1	0.01552641571826701	0.00048771687863563497	7.123946542569741e-05
COC(=O)NCCCCNC(=O)c1cc(Cl)c(Cl)c(Cl)c1	seed_471_1	0.00019293905430125248	0.0016253060771826535	2.3610212878091534e-08
COC(=O)NCCCCNC(=O)c1cc(Cl)c(Cl)c(Cl)c1OC	seed_257_1	0.00016145664989044995	0.00772292195757282	8.513608135174347e-09
COC(=O)NCCCCNC(=O)c1cc(Cl)c(NC(=O)O)c3ccccc13	seed_431_1	0.00044131338554897657	0.00569083650659835	0.00013071783298262125
COC(=O)NCCCCNC(=O)c1cc(Cl)cc(Cl)c1OC	seed_313_2	0.000140413834593748	0.015712713572142385	2.263456805407756e-07
COC(=O)NCCCCNC(=O)c1cc(Cl)cc(Cl)c1OC(F)F	seed_257_2	3.8961250738681535e-05	0.016641126996426503	3.0071581970812098e-06
COC(=O)NCCCCNC(=O)c1cc(Cl)cc(Cl)c1OCC	seed_257_3	0.006043260717401302	0.1399068290675453	4.963097783479306e-06
COC(=O)NCCCCNC(=O)c1cc(Cl)cc(Cl)c1OCCC	seed_257_4	0.05583137762294442	0.3179328513468834	1.1733255269184486e-05
COC(=O)NCCCCNC(=O)c1ccc(CCCCCCCCCCl)c(Cl)c1	seed_387_1	0.9999944992830962	0.008382004806108458	0.002061009146981281
COC(=O)NCCCCNC(=O)c1ccc(CCCCCCCc2ccccc2)cc1	seed_290_1	0.9960275039877248	0.3711955892651536	0.6067548103245392
COC(=O)NCCCCNC(=O)c1ccc(CCCCCCCc2ccccc2)sc1=C	seed_234_1	0.09576447223823424	0.00010563292015702872	1.8994359409334374e-06
COC(=O)NCCCCNC(=O)c1ccc(Cc2ccc(Cl)cc2)cc1OC=CCCC=C	seed_380_1	0.981699288596783	0.5705217360332571	0.09182480946090246
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1	seed_423_4	0.0003830068778476196	0.002026454760977411	2.356403641343745e-05
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1Cl	seed_484_4	0.0005608883046659467	0.007226993593695276	1.858098745800032e-10
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1F	seed_432_1	4.1864791882627143e-05	0.004340402554627474	1.0504179907151692e-10
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OC	seed_425_1	0.0005005659496900003	0.011404551069663465	3.1716849457914257e-09
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OC(F)(F)F	seed_461_3	0.013310434921451009	0.05159939548491884	4.917596337669905e-06
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OC=C	seed_462_1	1.2415404815366565e-05	0.02136520602355444	2.3614247319206628e-07
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OC=CC(C)C	seed_227_1	0.06361303914628635	0.027536030767779045	1.8491646966107447e-05
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OC=C\C=C\C=C	seed_53_3	0.00012362603371846506	0.006866486005691638	0.0010529771040349552
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCC	seed_342_3	0.8852321703458419	0.24144037283124434	9.530755230377092e-08
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCCC	seed_446_2	0.9979982297815484	0.24144037283124434	6.975068826939713e-08
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCCl	seed_470_2	0.7136225723884646	0.015195842216541381	6.509222359973495e-08
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCCCl	seed_53_5	0.03234469100470466	0.015195842216541381	1.7102462823661758e-08
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc1ccccc1	seed_403_3	0.10181180225956388	0.4873423255347257	0.00536923876000024
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2ccc(Cl)c(Cl)c2	seed_219_2	0.08672445981169068	0.6610435764798411	0.00015841172711845227
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2cccc(Cl)c2	seed_154_1	0.02579757666038304	0.4982557273845573	0.004744466740616692
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2cccc(Cl)c2C	seed_212_1	0.015819041957175622	0.16601158348582426	0.00010498740980401738
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2cccc(Cl)c2Cl	seed_219_3	0.03066166379336337	0.2054733175361555	2.1082014051096674e-05
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc2ccccc2	seed_274_2	0.10181180225956388	0.4873423255347257	0.00536923876000024
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccc(Cl)cc3Cl	seed_219_4	0.0691932236392787	0.5348366641185547	0.00014323225626267105
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3cccc(Cl)c3	seed_439_1	0.02579757666038304	0.4982557273845573	0.004744466740616692
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3	seed_234_2	0.10181180225956388	0.4873423255347257	0.00536923876000024
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3C	seed_290_2	0.128832730930816	0.39638267136828736	0.00899549153067784
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3CC	seed_380_2	0.6906922389521862	0.4354380913542264	0.3770439805330837
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3CCCCC=C	seed_387_2	0.9997638033237976	0.8280459877764648	0.9562223831860012
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3Cl	seed_439_2	0.013237584346330915	0.17045531104844153	0.0001462724145036305
COC(=O)NCCCCNC(=O)c1ccc(Cl)c(Cl)c1OCc3ccccc3OC	seed_387_3	0.032824569192885365	0.3263447980235171	0.0030305796384614107
COC(=O)NCCCCNC(=O)c1ccc(Cl)cc1OCc3ccc(Cl)cc3Cl	seed_395_3	0.7388524212778523	0.2588993063945038	0.4511814872872327
COC(=O)NCCCCNC(=O)c1ccc(Cl)cc1OCc3cccc(Cl)c3C	seed_290_3	0.2817491292179159	0.2124216738734476	0.005828627341591056
COC(=O)NCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3	seed_365_2	0.8717592508869174	0.0857316348827034	0.004385486662643767
COC(=O)NCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3C	seed_365_3	0.937792907485764	0.0747958380804466	0.04921382553631647
COC(=O)NCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3Cl	seed_483_2	0.7738930688497655	0.060690634160457786	0.07951990716203436
COC(=O)NCCCCNC(=O)c1ccc(Cl)cc1OCc3ccccc3F	seed_365_4	0.21812973971077435	0.03846109097762634	0.0146395391078678
COC(=O)NCCCCNC(=O)c2cc(Cl)cc(Cl)c2	seed_422_1	6.6610279707741e-05	0.010546890483698132	0.0029011284580610147
COC(=O)NCCCCNC(=O)c2cc(Cl)cc(Cl)c2Cl	seed_471_3	0.00027351125940403795	0.00698591063050556	1.4539981207154018e-08
COC(=O)NCCCCNC(=O)c2cc(Cl)cc(Cl)c2F	seed_425_2	9.825619252777816e-06	0.005713883426801786	1.3870272668393537e-08
COC(=O)NCCCCNC(=O)c2cc(Cl)cc(Cl)c2OC	seed_425_3	0.000140413834593748	0.015712713572142385	2.263456805407756e-07
COC(=O)NCCN(C)C(=O)NCC2=CCN(CC2)CCCc3ccccc3	seed_420_1	0.0019131605982352813	0.006981683458977404	0.037015216053478635
COC(=O)NCCN(C)CC(c1ccc(F)cc1)c2ccc(Cl)cc2	seed_258_2	0.9369677144224948	0.9617232206126879	0.8078409685706737
COC(=O)NCCN(C)CCN2CCN(C2=O)c3ccc(Cl)cc3	seed_258_3	0.12718159932808634	0.024966253603977008	0.3010464705087048
COC(=O)NCCN(C)CCN2CCN(CC2)c3ccc(Cl)cc3	seed_258_4	0.1884727976604223	0.8411346660956345	0.9902914887601252
COC(=O)NCCN(CC)CC(O)(c2ccccc2)C3CCCCC3	seed_258_5	0.13033671478756576	0.22857735274711316	6.105541215893642e-05
COC(=O)NCCN(CC)CCNC(=O)c1ccc(Cl)c(NC(F)(F)F)c1	seed_465_2	0.2931774268810591	0.3193516390272039	0.013898885255293906
COC(=O)NCCN(CCC(=O)Nc2ccc(Cl)cc2)CC(O)(C)CC	seed_465_3	0.04925690224054295	0.700139062487061	0.15900091099529734
COC(=O)NCCN(CCCl)C(=O)NC1=NCCN(Cc2ccccc2)CC1	seed_465_4	0.193625881551515	0.0004899930143565508	0.0009357856710805221
COC(=O)NCCN(CCCl)C(=O)NCCCOCc1ccc(Cl)cc1	seed_465_5	0.4089259431178999	0.03243074280543537	2.510828375118154e-06
COC(=O)NCCN(CCCl)CCc2cc(Cl)cc(Cl)c2	seed_171_4	0.9330871645103564	0.7796391509063204	0.9532107641959304
COC(=O)NCCN1CCN(CCN2CCN(C2=O)c3ccc(F)cc3)CC1	seed_420_2	6.426413993049355e-05	0.006376879884926825	0.6636193844494499
COC(=O)NCCNC(=O)N2CCC(O)(CC2)c3cc(Cl)cc(Cl)c3	seed_420_3	0.0015502948227131995	0.0377635543731864	0.7540409180408736
COC(=O)NCCNC(=O)c1ccc(Cl)c(Cl)c1Cl	seed_422_2	1.7668599582322957e-05	0.002666546246975997	1.739473107853494e-06
COC(=O)NCCNC(=O)c2cc(Cl)cc(Cl)c2Cl	seed_421_4	7.079975745067316e-05	0.0022796586961668828	5.409125808450475e-06
COC(=O)NCCNC(=O)c2cc(Cl)cc(Cl)c2F	seed_422_3	1.3981158471496393e-05	0.002020732708642202	2.3811713467970696e-06
COC(=O)NCCNC(=O)c2cc(Cl)cc(NC(=O)C3CCCC3)c2	seed_420_4	0.0010560756018080293	0.010863581211048226	3.465610468443485e-05
COC(=O)NCCNC(=O)c2cc(Cl)cc(NC(=O)NC(F)(F)F)c2	seed_420_5	1.20986093931714e-05	0.0074178510727531954	1.3088159322750875e-05
COC(=O)NCCNC(=O)c2cc(Cl)cc(NC(=O)NC3CCCC3)c2	seed_430_2	0.00029342618456793196	0.003229471370165659	0.00398519714337714
COC(=O)NCCNC(=O)c2ccc(Cl)c(Cl)c2Cl	seed_57_4	1.7668599582322957e-05	0.002666546246975997	1.739473107853494e-06
COC(=O)NCCNC(=O)c2ccc(Cl)c(NC(=O)C3CCCC3)c2	seed_420_6	0.0003784626405720408	0.002049592979804401	3.517331073828645e-07
COC(=O)NCc1ccccc1CCNCCc3ccc(Cl)cc3Cc4ccc(Cl)cc4	seed_198_1	0.9928299851865016	0.9335137680021984	0.9497795007380999
COC(=O)NCc1ccccc1CCc2ccc(CCCCCCCc3ccccc3)nn2	seed_198_2	0.9974398264762464	0.15967789312512062	0.9970625116156948
COC(=O)NCc1ccccc1CNc2ccc(Cl)c(Cl)c2Cc3ccccc3C	seed_380_3	0.11272651960064416	0.7984369902029971	0.04676285376387125
COC(=O)Nc1ccc(CCCCCCCCl)c(c1)c2ccc(Cl)cc2OC	seed_486_1	0.9998725860594274	0.3190903282855995	0.000370810368353549
COC(=O)Nc1ccc(CCCCCCCl)c(Cl)c1OC	seed_65_8	0.6544971107617075	0.0005815346389082402	5.392620416652013e-09
COC(=O)Nc1ccc(CCCCCCN2CCC2=O)c(Cl)c1OC=CCCCC=C	seed_486_2	0.9990597411044032	0.004378239222489354	7.127300051808681e-06
COC(=O)Nc1ccc(CCCCN2CCC(CC2)c3ccccc3)CC1	seed_163_2	0.7750428221472819	0.73046700731036	0.0004377187739907877
COC(=O)Nc1ccc(CCCCN2CCC(CC2)c3ccccc3)cc1	seed_467_1	0.9838249598101604	0.9850261836607508	0.8283762629315478
COC(=O)Nc1ccc(CCCCN2CCC(CC2)c3ccccc3OC)cc1	seed_453_1	0.9930325642524556	0.9424920323878048	0.9890694567687041
COC(=O)Nc1ccc(CCCCN2CCN(CC2)c3cccc(Cl)c3)cc1	seed_371_1	0.9996315638828842	0.9991705923703044	0.9999946375102724
COC(=O)Nc1ccc(CCCCN2CCN(CC2)c3cccc(Cl)c3)cc1OC	seed_200_1	0.9955217957303308	0.8506139330404958	0.9985154605230708
COC(=O)Nc1ccc(CCCCN2CCN(Cc3ccc(Cl)cc3)CC2)cc1	seed_200_2	0.9986624898854626	0.9985528259919759	0.9999989425808274
COC(=O)Nc1ccc(CCCCN2CCN(Cc3ccc(Cl)cc3)CC2)cc1Cl	seed_168_1	0.9992571869606274	0.9965802440256468	0.9999895203567852
COC(=O)Nc1ccc(CCCCN2CCN(Cc3ccc(F)cc3)CC2)cc1	seed_418_1	0.7479075758921383	0.9298918938153188	0.9999979529738467
COC(=O)Nc1ccc(CCCCN2CCN(Cc3ccccc3)CC2)cc1Cl	seed_484_5	0.9954605617897164	0.9860940159755064	0.9999744055607872
COC(=O)Nc1ccc(CCCCN2CCN(Cc3ccccc3)CC2)cc1OC	seed_478_1	0.9372215058974442	0.5076594460891541	0.9998943083029291
COC(=O)Nc1ccc(CCCN2CCN(CC2)c3cccc(Cl)c3)cc1	seed_433_3	0.998189405312988	0.9991705923703044	0.9999174586427186
