ID	Label
seed_120_10	hERG blocker
seed_120_11	hERG blocker
seed_120_12	hERG blocker
seed_120_13	hERG blocker
seed_94_16	hERG blocker
seed_94_17	hERG blocker
seed_63_18	hERG blocker
seed_64_12	hERG blocker
seed_64_13	hERG blocker
seed_64_14	hERG non-blocker
seed_63_20	hERG non-blocker
seed_64_15	hERG blocker
seed_63_22	hERG blocker
seed_64_16	hERG non-blocker
seed_88_8	hERG blocker
seed_88_9	hERG blocker
seed_88_10	hERG blocker
seed_108_6	hERG blocker
seed_108_7	hERG non-blocker
seed_106_1	hERG non-blocker
seed_33_10	hERG non-blocker
seed_133_6	hERG blocker
seed_94_18	hERG blocker
seed_92_9	hERG blocker
seed_100_10	hERG non-blocker
seed_94_19	hERG blocker
seed_6_7	hERG non-blocker
seed_29_13	hERG blocker
seed_30_6	hERG blocker
seed_6_9	hERG blocker
seed_28_4	hERG blocker
seed_29_14	hERG blocker
seed_29_15	hERG non-blocker
seed_29_16	hERG blocker
seed_29_17	hERG blocker
seed_6_10	hERG blocker
seed_133_7	hERG blocker
seed_133_8	hERG blocker
seed_94_20	hERG blocker
seed_92_10	hERG blocker
seed_117_15	hERG blocker
seed_117_16	hERG blocker
seed_94_21	hERG non-blocker
seed_94_22	hERG blocker
seed_60_3	hERG non-blocker
seed_64_17	hERG non-blocker
seed_66_12	hERG non-blocker
seed_64_18	hERG non-blocker
seed_33_11	hERG non-blocker
seed_14_7	hERG non-blocker
seed_64_19	hERG blocker
seed_139_8	hERG blocker
seed_96_5	hERG non-blocker
seed_119_21	hERG blocker
seed_116_7	hERG non-blocker
seed_120_14	hERG non-blocker
seed_120_15	hERG non-blocker
seed_116_8	hERG blocker
seed_119_22	hERG non-blocker
seed_120_16	hERG non-blocker
seed_119_23	hERG non-blocker
seed_119_24	hERG non-blocker
seed_119_25	hERG non-blocker
seed_120_17	hERG non-blocker
seed_116_10	hERG non-blocker
seed_121_20	hERG blocker
seed_121_21	hERG non-blocker
seed_121_22	hERG non-blocker
seed_121_23	hERG blocker
seed_121_24	hERG blocker
seed_121_25	hERG blocker
seed_121_26	hERG blocker
seed_121_27	hERG non-blocker
seed_54_23	hERG blocker
seed_32_17	hERG non-blocker
seed_79_3	hERG non-blocker
seed_79_4	hERG blocker
seed_120_18	hERG blocker
seed_116_12	hERG non-blocker
seed_116_13	hERG blocker
seed_40_22	hERG blocker
seed_115_25	hERG non-blocker
seed_65_7	hERG blocker
seed_24_4	hERG non-blocker
seed_16_7	hERG blocker
seed_16_8	hERG non-blocker
seed_24_5	hERG non-blocker
seed_65_8	hERG non-blocker
seed_98_9	hERG non-blocker
seed_53_15	hERG non-blocker
seed_53_16	hERG non-blocker
seed_125_10	hERG non-blocker
seed_84_12	hERG non-blocker
seed_139_9	hERG non-blocker
seed_139_10	hERG blocker
seed_65_9	hERG non-blocker
seed_106_2	hERG non-blocker
seed_65_10	hERG non-blocker
seed_65_11	hERG non-blocker
seed_139_11	hERG non-blocker
seed_139_12	hERG non-blocker
seed_139_13	hERG non-blocker
seed_139_14	hERG non-blocker
seed_139_15	hERG non-blocker
seed_139_16	hERG non-blocker
seed_96_6	hERG non-blocker
seed_95_10	hERG non-blocker
seed_98_10	hERG non-blocker
seed_24_6	hERG non-blocker
seed_16_9	hERG non-blocker
seed_16_10	hERG non-blocker
seed_96_7	hERG blocker
seed_97_6	hERG blocker
seed_97_7	hERG non-blocker
seed_97_8	hERG non-blocker
seed_94_23	hERG non-blocker
seed_94_24	hERG non-blocker
seed_66_13	hERG non-blocker
seed_125_11	hERG blocker
seed_24_7	hERG non-blocker
seed_110_8	hERG non-blocker
seed_110_9	hERG non-blocker
seed_96_8	hERG non-blocker
seed_106_3	hERG blocker
seed_84_13	hERG non-blocker
seed_30_7	hERG blocker
seed_30_8	hERG blocker
seed_30_9	hERG blocker
seed_40_23	hERG blocker
seed_83_18	hERG blocker
seed_83_19	hERG blocker
seed_40_24	hERG blocker
seed_83_20	hERG blocker
seed_13_8	hERG blocker
seed_96_9	hERG non-blocker
seed_96_10	hERG non-blocker
seed_84_14	hERG blocker
seed_54_24	hERG non-blocker
seed_31_6	hERG non-blocker
seed_78_2	hERG non-blocker
seed_139_17	hERG non-blocker
seed_139_18	hERG non-blocker
seed_43_2	hERG blocker
seed_13_9	hERG non-blocker
seed_78_3	hERG non-blocker
seed_7_8	hERG non-blocker
seed_58_8	hERG blocker
seed_53_17	hERG non-blocker
seed_40_25	hERG blocker
seed_131_10	hERG blocker
seed_131_11	hERG non-blocker
seed_97_9	hERG non-blocker
seed_31_7	hERG non-blocker
seed_133_9	hERG non-blocker
seed_125_12	hERG blocker
seed_97_10	hERG non-blocker
seed_97_11	hERG non-blocker
seed_93_9	hERG non-blocker
seed_44_6	hERG blocker
seed_93_10	hERG blocker
seed_83_21	hERG blocker
seed_83_22	hERG blocker
seed_94_25	hERG blocker
seed_94_26	hERG blocker
seed_94_27	hERG blocker
seed_94_28	hERG blocker
seed_93_11	hERG blocker
seed_44_7	hERG blocker
seed_93_12	hERG blocker
seed_132_14	hERG blocker
seed_58_9	hERG blocker
seed_92_11	hERG blocker
seed_92_12	hERG blocker
seed_97_12	hERG blocker
seed_117_17	hERG blocker
seed_40_26	hERG blocker
seed_96_11	hERG blocker
seed_96_12	hERG blocker
seed_93_13	hERG blocker
seed_96_13	hERG blocker
seed_93_14	hERG blocker
seed_125_13	hERG blocker
seed_44_8	hERG non-blocker
seed_45_12	hERG blocker
seed_117_18	hERG blocker
seed_97_13	hERG blocker
seed_44_9	hERG blocker
seed_40_27	hERG non-blocker
seed_58_10	hERG non-blocker
seed_96_14	hERG blocker
seed_92_13	hERG blocker
seed_44_10	hERG blocker
seed_44_11	hERG blocker
seed_58_12	hERG blocker
seed_58_13	hERG blocker
seed_51_6	hERG non-blocker
seed_51_7	hERG blocker
seed_54_25	hERG non-blocker
seed_13_10	hERG blocker
seed_13_11	hERG blocker
seed_52_3	hERG non-blocker
seed_13_12	hERG blocker
seed_8_11	hERG non-blocker
seed_13_13	hERG blocker
seed_41_12	hERG blocker
seed_131_12	hERG non-blocker
seed_33_12	hERG blocker
seed_44_12	hERG blocker
seed_44_13	hERG blocker
seed_97_14	hERG blocker
seed_13_14	hERG blocker
seed_96_15	hERG blocker
seed_92_14	hERG blocker
seed_58_14	hERG blocker
seed_44_14	hERG non-blocker
seed_44_15	hERG blocker
seed_139_19	hERG non-blocker
seed_85_11	hERG non-blocker
seed_113_27	hERG blocker
seed_113_28	hERG non-blocker
seed_66_14	hERG blocker
seed_129_13	hERG non-blocker
seed_66_15	hERG non-blocker
seed_66_16	hERG non-blocker
seed_66_17	hERG non-blocker
seed_66_18	hERG non-blocker
seed_122_18	hERG blocker
seed_122_19	hERG blocker
seed_122_20	hERG blocker
seed_122_21	hERG blocker
seed_122_22	hERG blocker
seed_122_23	hERG blocker
seed_122_24	hERG blocker
seed_66_19	hERG non-blocker
seed_126_30	hERG non-blocker
seed_122_25	hERG blocker
seed_66_20	hERG non-blocker
seed_124_14	hERG non-blocker
seed_68_7	hERG non-blocker
seed_108_8	hERG non-blocker
seed_108_9	hERG blocker
seed_108_10	hERG non-blocker
seed_108_11	hERG non-blocker
seed_139_20	hERG non-blocker
seed_139_21	hERG non-blocker
seed_68_8	hERG blocker
seed_68_9	hERG non-blocker
seed_96_16	hERG non-blocker
seed_24_8	hERG non-blocker
seed_16_11	hERG blocker
seed_16_12	hERG non-blocker
seed_85_12	hERG blocker
seed_85_13	hERG non-blocker
seed_24_9	hERG non-blocker
seed_16_13	hERG non-blocker
seed_85_14	hERG non-blocker
seed_20_5	hERG non-blocker
seed_133_10	hERG non-blocker
seed_106_4	hERG blocker
seed_133_11	hERG non-blocker
seed_106_5	hERG non-blocker
seed_106_6	hERG non-blocker
seed_106_7	hERG blocker
seed_21_14	hERG blocker
seed_133_12	hERG blocker
seed_39_23	hERG non-blocker
seed_24_10	hERG non-blocker
seed_133_13	hERG blocker
seed_24_11	hERG non-blocker
seed_66_21	hERG non-blocker
seed_24_12	hERG non-blocker
seed_39_24	hERG non-blocker
seed_24_13	hERG non-blocker
seed_106_8	hERG non-blocker
seed_24_14	hERG non-blocker
seed_135_15	hERG non-blocker
seed_31_8	hERG blocker
seed_133_14	hERG blocker
seed_31_9	hERG non-blocker
seed_139_22	hERG non-blocker
seed_55_12	hERG blocker
seed_92_15	hERG non-blocker
seed_117_19	hERG non-blocker
seed_125_14	hERG non-blocker
seed_84_15	hERG blocker
seed_84_16	hERG blocker
seed_83_24	hERG blocker
seed_83_25	hERG blocker
seed_16_15	hERG non-blocker
seed_31_10	hERG non-blocker
seed_31_11	hERG non-blocker
seed_24_15	hERG blocker
seed_31_12	hERG blocker
seed_31_13	hERG non-blocker
seed_92_16	hERG non-blocker
seed_20_6	hERG non-blocker
seed_31_14	hERG non-blocker
seed_8_12	hERG blocker
seed_117_20	hERG blocker
seed_133_15	hERG non-blocker
seed_133_16	hERG non-blocker
seed_133_17	hERG non-blocker
seed_56_11	hERG blocker
seed_124_15	hERG blocker
seed_131_13	hERG blocker
seed_133_18	hERG blocker
seed_56_12	hERG blocker
seed_125_15	hERG blocker
seed_125_16	hERG blocker
seed_125_17	hERG blocker
seed_120_19	hERG blocker
seed_120_20	hERG blocker
seed_44_16	hERG blocker
seed_56_13	hERG blocker
seed_129_14	hERG non-blocker
seed_129_15	hERG non-blocker
seed_16_16	hERG non-blocker
seed_131_14	hERG non-blocker
seed_131_15	hERG non-blocker
seed_98_11	hERG non-blocker
seed_44_17	hERG blocker
seed_92_17	hERG non-blocker
seed_92_18	hERG non-blocker
seed_24_16	hERG non-blocker
seed_106_9	hERG non-blocker
seed_106_10	hERG non-blocker
seed_106_11	hERG non-blocker
seed_44_18	hERG blocker
seed_68_10	hERG non-blocker
seed_68_11	hERG non-blocker
seed_139_23	hERG non-blocker
seed_132_15	hERG blocker
seed_44_19	hERG blocker
seed_131_16	hERG non-blocker
seed_132_16	hERG blocker
seed_131_17	hERG non-blocker
seed_44_20	hERG blocker
seed_131_18	hERG non-blocker
seed_132_17	hERG non-blocker
seed_132_18	hERG blocker
seed_44_21	hERG non-blocker
seed_44_22	hERG non-blocker
seed_132_19	hERG blocker
seed_31_15	hERG non-blocker
seed_24_17	hERG non-blocker
seed_31_16	hERG non-blocker
seed_16_17	hERG non-blocker
seed_51_8	hERG non-blocker
seed_16_18	hERG non-blocker
seed_58_15	hERG non-blocker
seed_51_9	hERG non-blocker
seed_51_10	hERG non-blocker
seed_45_13	hERG non-blocker
seed_51_11	hERG blocker
seed_58_16	hERG non-blocker
seed_132_20	hERG blocker
seed_58_17	hERG non-blocker
seed_58_18	hERG blocker
seed_51_12	hERG non-blocker
seed_58_19	hERG non-blocker
seed_58_20	hERG non-blocker
seed_45_14	hERG non-blocker
seed_83_26	hERG blocker
seed_83_27	hERG blocker
seed_131_19	hERG blocker
seed_56_14	hERG blocker
seed_131_20	hERG non-blocker
seed_131_21	hERG blocker
seed_132_21	hERG blocker
seed_132_22	hERG non-blocker
seed_132_23	hERG blocker
seed_132_24	hERG blocker
seed_132_25	hERG blocker
seed_132_26	hERG blocker
seed_132_27	hERG blocker
seed_132_28	hERG blocker
seed_131_22	hERG non-blocker
seed_132_29	hERG non-blocker
seed_96_18	hERG non-blocker
seed_96_19	hERG non-blocker
seed_96_20	hERG non-blocker
seed_58_21	hERG non-blocker
seed_44_23	hERG non-blocker
seed_93_15	hERG non-blocker
seed_45_15	hERG non-blocker
seed_93_16	hERG non-blocker
seed_97_15	hERG blocker
seed_93_17	hERG non-blocker
seed_45_16	hERG non-blocker
seed_132_30	hERG blocker
seed_132_31	hERG blocker
seed_132_32	hERG blocker
seed_44_24	hERG blocker
seed_93_18	hERG non-blocker
seed_97_16	hERG non-blocker
seed_93_19	hERG non-blocker
seed_45_18	hERG non-blocker
seed_45_19	hERG non-blocker
seed_45_20	hERG non-blocker
seed_45_21	hERG non-blocker
seed_45_22	hERG non-blocker
seed_45_23	hERG non-blocker
seed_45_24	hERG non-blocker
seed_44_25	hERG non-blocker
seed_51_13	hERG non-blocker
seed_51_14	hERG non-blocker
seed_58_22	hERG non-blocker
seed_14_8	hERG non-blocker
seed_124_16	hERG blocker
seed_124_17	hERG non-blocker
seed_129_16	hERG non-blocker
seed_129_17	hERG non-blocker
seed_63_25	hERG non-blocker
seed_67_8	hERG blocker
seed_63_26	hERG non-blocker
seed_63_27	hERG blocker
seed_67_9	hERG blocker
seed_67_10	hERG non-blocker
seed_67_11	hERG blocker
seed_67_12	hERG blocker
seed_21_15	hERG blocker
seed_68_12	hERG non-blocker
seed_23_12	hERG blocker
seed_21_16	hERG blocker
seed_124_18	hERG blocker
seed_129_18	hERG blocker
seed_124_19	hERG non-blocker
seed_67_13	hERG blocker
seed_67_14	hERG blocker
seed_67_15	hERG blocker
seed_67_16	hERG non-blocker
seed_67_17	hERG non-blocker
seed_67_18	hERG non-blocker
seed_67_19	hERG non-blocker
seed_67_20	hERG blocker
seed_67_21	hERG blocker
seed_20_7	hERG non-blocker
seed_31_17	hERG non-blocker
seed_20_8	hERG non-blocker
seed_20_9	hERG non-blocker
seed_20_10	hERG non-blocker
seed_124_20	hERG non-blocker
seed_66_22	hERG non-blocker
seed_31_18	hERG non-blocker
seed_20_11	hERG blocker
seed_43_3	hERG blocker
seed_68_13	hERG blocker
seed_20_12	hERG non-blocker
seed_129_19	hERG non-blocker
seed_63_28	hERG non-blocker
seed_31_19	hERG non-blocker
seed_68_14	hERG non-blocker
seed_68_15	hERG blocker
seed_68_16	hERG blocker
seed_38_9	hERG blocker
seed_38_10	hERG blocker
seed_5_5	hERG blocker
seed_43_4	hERG non-blocker
seed_43_5	hERG non-blocker
seed_8_13	hERG blocker
seed_38_11	hERG non-blocker
seed_56_15	hERG non-blocker
seed_56_16	hERG blocker
seed_68_17	hERG non-blocker
seed_67_22	hERG non-blocker
seed_14_9	hERG non-blocker
seed_68_18	hERG non-blocker
seed_67_23	hERG non-blocker
seed_67_24	hERG non-blocker
seed_118_1	hERG blocker
seed_45_25	hERG blocker
seed_124_21	hERG non-blocker
seed_69_1	hERG blocker
seed_72_1	hERG blocker
seed_118_2	hERG blocker
seed_104_14	hERG non-blocker
seed_89_1	hERG blocker
seed_104_15	hERG non-blocker
seed_78_4	hERG non-blocker
seed_62_5	hERG blocker
seed_79_5	hERG non-blocker
seed_96_21	hERG blocker
seed_96_22	hERG non-blocker
seed_97_17	hERG blocker
seed_96_23	hERG blocker
seed_96_24	hERG blocker
seed_97_18	hERG blocker
seed_95_13	hERG blocker
seed_94_29	hERG blocker
seed_97_19	hERG blocker
seed_95_14	hERG blocker
seed_97_20	hERG non-blocker
seed_97_21	hERG non-blocker
seed_97_22	hERG blocker
seed_92_19	hERG blocker
seed_97_23	hERG blocker
seed_95_15	hERG blocker
seed_98_12	hERG blocker
seed_95_16	hERG blocker
seed_94_30	hERG blocker
